doc_name,cat_ratings,specialty
Dr. Shawn M. Garber,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Bariatric / Weight Loss Specialist
Dr. Norbert Gleicher,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Shawn M. Garber,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,4Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Bariatric / Weight Loss Specialist
Dr. Norbert Gleicher,,Reproductive Endocrinologist
Dr. Norbert Gleicher,,Reproductive Endocrinologist
Dr. Shawn M. Garber,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,4Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Bariatric / Weight Loss Specialist
Dr. Alan Garely,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,1Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,1Helpfulness,1Knowledge",Urogynecologist
Dr. Anders Cohen,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Neurosurgeon
Dr. Farr Nezhat,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Olivia H. Hutchinson,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Azher Abbas,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Dentist
Dr. Michael Y. Mizhiritsky,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Patrick Culligan ,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Ina N. Cholst,"5Staff,2Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,1Punctuality,1Helpfulness,1Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,2Helpfulness,4Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,1Punctuality,2Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Jennifer L. Bonheur,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. Joshua U. Klein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Guy Lin,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Ear Nose and Throat (ENT) Doctor
Dr. Anders Cohen,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Neurosurgeon
Dr. Farr Nezhat,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Michael Y. Mizhiritsky,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Alan Garely,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Olivia H. Hutchinson,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Azher Abbas,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Dentist
Dr. Norbert Gleicher,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,1Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Anders Cohen,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Neurosurgeon
Dr. Farr Nezhat,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Patrick Culligan ,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Alan Garely,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,1Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Olivia H. Hutchinson,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Azher Abbas,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Dentist
Dr. Anders Cohen,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,2Punctuality,5Helpfulness,5Knowledge,Staff,5Punctuality,5Helpfulness,4Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,4Punctuality,5Helpfulness,5Knowledge,Staff,1Punctuality,1Helpfulness,3Knowledge",Neurosurgeon
Dr. Farr Nezhat,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,Staff,3Punctuality,2Helpfulness,3Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Alan Garely,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,2Punctuality,5Helpfulness,5Knowledge,2Staff,3Punctuality,1Helpfulness,5Knowledge",Urogynecologist
Dr. Patrick Culligan ,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,3Helpfulness,3Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Azher Abbas,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Dentist
Dr. Olivia H. Hutchinson,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Anders Cohen,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Neurosurgeon
Dr. Farr Nezhat,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Oncologist / Hematologist
Dr. Alan Garely,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,2Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Olivia H. Hutchinson,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Azher Abbas,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Dentist
Dr. Patrick Culligan ,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Ina N. Cholst,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,1Helpfulness,1Knowledge",Reproductive Endocrinologist
Dr. Patrick Culligan ,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge",Urogynecologist
Dr. Guy Lin,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,3Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Ear Nose and Throat (ENT) Doctor
Dr. Jennifer L. Bonheur,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
Dr. Joshua U. Klein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Michael Y. Mizhiritsky,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Ina N. Cholst,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,3Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Jennifer L. Bonheur,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge",Gastroenterologist
